-	Bossi	-	proper	5	-	-	-	-	-
-	Boström	-	proper	5	-	-	-	-	-
-	Bottas	-	proper	39	-	-	-	-	-
-	Boulanger	-	proper	22|†6	-	-	-	-	-
-	Bourgeois	-	proper	22|†5	-	-	-	-	-
-	Bouwman	-	proper	5	-	-	-	-	-
-	Bowe	-	proper	8	-	-	-	-	-
-	Bowie	-	proper	8|21	-	-	-	-	-
-	Boyd	-	proper	5	-	-	-	-	-
-	Boyle	-	proper	8	-	-	-	-	-
-	Bozon	-	proper	6	-	-	-	-	-
-	Braaten	-	proper	6	-	-	-	-	-
-	Brady	-	proper	1	-	-	-	-	-
-	Brahe	-	proper	8	-	-	-	-	-
-	Brambilla	-	proper	13	-	-	-	-	-
-	Brand	-	proper	5	-	-	-	-	-
-	Brander	-	proper	6	-	-	-	-	-
-	Brandon	-	proper	6	-	-	-	-	-
-	Brandt	-	proper	5	-	-	-	-	-
-	Braun	-	proper	5	-	-	-	-	-
-	Bremer	-	proper	6	-	-	-	-	-
-	Brenden	-	proper	6	-	-	-	-	-
-	Brennan	-	proper	6	-	-	-	-	-
-	Brenner	-	proper	6	-	-	-	-	-
-	Breton	-	proper	6	-	-	-	-	-
-	Brežnev	-	proper	5	-	-	-	-	-
-	Briand	-	proper	5	-	-	-	-	-
-	Bristow	-	proper	22|†5	-	-	u	-	-
-	Broas	-	proper	39	-	-	-	-	-
-	Broberg	-	proper	5	-	-	-	-	-
-	Broch	-	proper	5	-	-	-	-	-
-	Brofeldt	-	proper	5	-	-	-	-	-
-	Broman	-	proper	5	-	-	-	-	-
-	Brooke	-	proper	8	-	-	-	-	-
-	Brooks	-	proper	5	-	-	-	-	-
-	Brosnan	-	proper	6	-	-	-	-	-
-	Brotherus	-	proper	39	-	-	-	-	-
-	Brown	-	proper	5	-	-	-	-	-
-	Browning	-	proper	5	-	-	-	-	-
-	Brueghel	-	proper	6	-	-	-	-	-
-	Brummer	-	proper	6	-	-	-	-	-
-	Brun	-	proper	5	-	-	-	-	-
-	Brunet	-	proper	22|†5	-	-	-	-	-
