-	aineistettava	-	participle	10	-	-	-	+poss	-
-	aineistumaton	-	participle	34	tt:t	-	-	-	-
-	aineistuttava	-	participle	10	-	-	-	+poss	-
-	aineistuttava	-	participle	10	-	-	-	-	-
-	aineistuva	-	participle	10	-	-	-	+poss	-
-	aineistuva	-	participle	10	-	-	-	-	-
-	aiottava	-	participle	10	-	-	-	-	-
-	aiottava	-	participle	10	-	-	-	+poss	-
-	aisaamaton	-	participle	34	tt:t	-	-	-	-
-	aisaava	-	participle	10	-	-	-	+poss	-
-	aisaava	-	participle	10	-	-	-	-	-
-	aisattava	-	participle	10	-	-	-	-	-
-	aisattava	-	participle	10	-	-	-	+poss	-
-	aistimaton	-	participle	34	tt:t	-	-	-	-
-	aistittava	-	participle	10	-	-	-	+poss	-
-	aistittava	-	participle	10	-	-	-	-	-
-	aistiva	-	participle	10	-	-	-	+poss	-
-	aistiva	-	participle	10	-	-	-	-	-
-	aitaamaton	-	participle	34	tt:t	-	-	-	-
-	aitaava	-	participle	10	-	-	-	+poss	-
-	aitaava	-	participle	10	-	-	-	-	-
-	aitomaton	-	participle	34	tt:t	-	-	-	-
-	aitova	-	participle	10	-	-	-	+poss	-
-	aitova	-	participle	10	-	-	-	-	-
-	aivastamaton	-	participle	34	tt:t	-	-	-	-
-	aivastava	-	participle	10	-	-	-	+poss	-
-	aivastava	-	participle	10	-	-	-	-	-
-	aivastelematon	-	participle	34	tt:t	-	-	-	-
-	aivasteleva	-	participle	10	-	-	-	+poss	-
-	aivasteleva	-	participle	10	-	-	-	-	-
-	aivasteltava	-	participle	10	-	-	-	-	-
-	aivasteltava	-	participle	10	-	-	-	+poss	-
-	aivastettava	-	participle	10	-	-	-	-	-
-	aivastettava	-	participle	10	-	-	-	+poss	-
-	aivastutettava	-	participle	10	-	-	-	-	-
-	aivastutettava	-	participle	10	-	-	-	+poss	-
-	aivastuttamaton	-	participle	34	tt:t	-	-	-	-
-	aivastuttava	-	participle	10	-	-	-	-	-
-	aivastuttava	-	participle	10	-	-	-	+poss	-
-	ajaannuttava	-	participle	10	-	-	-	+poss	-
-	ajaannuttava	-	participle	10	-	-	-	-	-
-	ajaantumaton	-	participle	34	tt:t	-	-	-	-
-	ajaantuva	-	participle	10	-	-	-	-	-
-	ajaantuva	-	participle	10	-	-	-	+poss	-
-	ajamaton	-	participle	34	tt:t	-	-	-	-
-	ajastamaton	-	participle	34	tt:t	-	-	-	-
-	ajastava	-	participle	10	-	-	-	+poss	-
-	ajastava	-	participle	10	-	-	-	-	-
-	ajastettava	-	participle	10	-	-	-	-	-
-	ajastettava	-	participle	10	-	-	-	+poss	-
-	ajateltava	-	participle	10	-	-	-	-	-
-	ajateltava	-	participle	10	-	-	-	+poss	-
-	ajatettava	-	participle	10	-	-	-	-	-
-	ajatettava	-	participle	10	-	-	-	+poss	-
-	ajattamaton	-	participle	34	tt:t	-	-	-	-
-	ajattava	-	participle	10	-	-	-	-	-
-	ajattava	-	participle	10	-	-	-	+poss	-
-	ajattelematon	-	participle	34	tt:t	-	-	-	-
-	ajatteleva	-	participle	10	-	-	-	-	-
-	ajatteleva	-	participle	10	-	-	-	+poss	-
-	ajattelutettava	-	participle	10	-	-	-	+poss	-
-	ajattelutettava	-	participle	10	-	-	-	-	-
-	ajatteluttamaton	-	participle	34	tt:t	-	-	-	-
-	ajatteluttava	-	participle	10	-	-	-	+poss	-
-	ajatteluttava	-	participle	10	-	-	-	-	-
-	ajauduttava	-	participle	10	-	-	-	-	-
-	ajauduttava	-	participle	10	-	-	-	+poss	-
-	ajautumaton	-	participle	34	tt:t	-	-	-	-
-	ajautuva	-	participle	10	-	-	-	-	-
-	ajautuva	-	participle	10	-	-	-	+poss	-
-	ajava	-	participle	10	-	-	-	-	-
-	ajava	-	participle	10	-	-	-	+poss	-
-	ajelehdittava	-	participle	10	-	-	-	+poss	-
-	ajelehdittava	-	participle	10	-	-	-	-	-
-	ajelehtimaton	-	participle	34	tt:t	-	-	-	-
-	ajelehtiva	-	participle	10	-	-	-	+poss	-
-	ajelehtiva	-	participle	10	-	-	-	-	-
-	ajelematon	-	participle	34	tt:t	-	-	-	-
-	ajeleva	-	participle	10	-	-	-	-	-
-	ajeleva	-	participle	10	-	-	-	+poss	-
-	ajeltava	-	participle	10	-	-	-	+poss	-
-	ajeltava	-	participle	10	-	-	-	-	-
-	ajelutettava	-	participle	10	-	-	-	-	-
-	ajelutettava	-	participle	10	-	-	-	+poss	-
-	ajeluttamaton	-	participle	34	tt:t	-	-	-	-
-	ajeluttava	-	participle	10	-	-	-	+poss	-
