-	Kinshasa	-	proper	9	-	-	-	-	-
-	Kintaus	-	proper	39|40	-	-	-	-	-
-	Kioto	-	proper	1	-	-	-	-	-
-	Kiova	-	proper	10	-	-	-	-	-
-	Kirvu	-	proper	1	-	-	-	-	-
-	Kisko	-	proper	1	-	-	-	-	-
-	Kitee	-	proper	17	-	-	-	-	-
-	Kittilä	-	proper	12	-	-	-	-	-
-	Kitzbühel	-	proper	6	-	-	-	-	-
-	Kiukainen	-	proper	38-pl	-	-	-	-	-
-	Kišinev	-	proper	5	-	-	-	dated	-
-	Kišinjov	-	proper	5	-	-	-	dated	-
-	Klaipėda	-	proper	9	-	-	-	-	-
-	Klaukkala	-	proper	12	-	-	-	-	-
-	Knossos	-	proper	39	-	-	-	-	-
-	Knoxville	-	proper	8	-	-	-	-	-
-	Kobe	-	proper	8	-	-	-	-	-
-	Koblenz	-	proper	5	-	-	-	-	-
-	Koivisto	-	proper	1	-	-	-	-	-
-	Kokkola	-	proper	12	-	-	-	-	-
-	Kolari	-	proper	6	-	-	-	-	-
-	Kolho	-	proper	1	-	-	-	-	-
-	Kommunizma	-	proper	9	-	-	-	-	-
-	Konstantinopoli	-	proper	6	-	-	-	-	-
-	Kontu	-	proper	1	nt:nn	-	-	-	-
-	Koria	-	proper	12	-	-	-	-	-
-	Korintti	-	proper	5	tt:t	-	-	-	-
-	Korppoo	-	proper	17	-	-	-	-	-
-	Korsnäs	-	proper	5	-	-	-	-	-
-	Koski	-	proper	7	-	-	-	-	-
-	Kostamus	-	proper	39	-	-	-	-	-
-	Kotka	-	proper	10	-	-	-	-	-
-	Kotte	-	proper	8	-	-	-	-	-
-	Koutokeino	-	proper	1	-	-	-	-	-
-	Kouvola	-	proper	12	-	-	-	-	-
-	Kovero	-	proper	2	-	-	-	-	-
-	Krakova	-	proper	10	-	-	-	-	-
-	Krasnodar	-	proper	6	-	-	-	-	-
-	Kristianstad	-	proper	5	-	-	-	-	-
-	Kristiansund	-	proper	5	-	-	-	-	-
-	Kristiina	-	proper	9	-	-	-	-	-
-	Kristinehamn	-	proper	5	-	-	-	-	-
-	Kruunupyy	-	proper	18	-	front	-	-	-
-	Kuala Lumpur	-	proper	5	-	-	-	-	-
-	Kuhmo	-	proper	1	-	-	-	-	-
-	Kuhmoinen	-	proper	38-pl	-	-	-	-	-
-	Kullaa	-	proper	18	-	-	-	-	-
-	Kumla	-	proper	10	-	-	-	-	-
-	Kumlinge	-	proper	8	-	-	-	-	-
-	Kungsbacka	-	proper	9	-	-	-	-	-
-	Kungsör	-	proper	5	-	-	-	-	-
-	Kungälv	-	proper	5	-	-	-	-	-
-	Kuohu	-	proper	1	-	-	-	-	-
-	Kuopio	-	proper	3	-	-	-	-	-
-	Kuortane	-	proper	48	-	-	-	-	-
-	Kuortti	-	proper	5	tt:t	-	-	-	-
