-	Vuitton	-	proper	6	-	-	-	-	-
-	Welho	-	proper	1	-	-	-	-	-
-	Wish	-	proper	5	-	-	-	-	-
-	Wolt	-	proper	5	-	-	-	-	-
-	Wärtsilä	-	proper	12	-	-	-	-	-
-	YIT	-	proper	18B	-	-	-	-	-
-	Yamaha	-	proper	12	-	-	-	-	-
-	Yara	-	proper	9	-	-	-	-	-
-	Zalando	-	proper	1	-	-	-	-	-
-	Zara	-	proper	9	-	-	-	-	-
-	eBay	-	proper	21	-	front|back	i|y	-	-
-	F-Secure	-	proper	8	-	-	-	-	-
-	HOK-Elanto	-	proper	1	-	-	-	-	-
-	Kulta-Aika	-	proper	9	-	-	-	-	-
-	Lähi-Tapiola	-	proper	12	-	-	-	-	-
-	POP-Vakuutus	-	proper	39	-	-	-	-	-
-	S-ryhmä	-	proper	10	-	-	-	-	-
-	Euro|kangas	-	proper	41	nk:ng	-	-	-	-
-	Fenno|voima	-	proper	10	-	-	-	-	-
-	Henkka|maukka	-	proper	9	kk:k	-	-	-	-
-	Kaivo|Kukka	-	proper	10	kk:k	-	-	-	-
-	Kieli|kone	-	proper	48	-	-	-	-	-
-	Kierrätys|keskus	-	proper	39	-	-	-	-	-
-	Kukka|kaari	-	proper	26	-	-	-	-	-
-	Kulta|jousi	-	proper	26	-	-	-	-	-
-	Kuva|tehdas	-	proper	41	t:d	-	-	-	-
-	Laatu|koru	-	proper	1	-	-	-	-	-
-	Lippu|piste	-	proper	48	-	-	-	-	-
-	Mari|mekko	-	proper	1	kk:k	-	-	-	-
-	Matka|huolto	-	proper	1	lt:ll	-	-	-	-
-	Pihlaja|linna	-	proper	9	-	-	-	-	-
-	Saiturin|pörssi	-	proper	5	-	-	-	-	-
-	Sievi|talo	-	proper	1	-	-	-	-	-
-	Silmä|asema	-	proper	10	-	-	-	-	-
-	Talvi|vaara	-	proper	9	-	-	-	-	-
-	Terveys|talo	-	proper	1	-	-	-	-	-
-	Varuste|leka	-	proper	9	-	-	-	-	-
-	Verkko|kauppa.com	-	proper	5	-	-	-	-	-
-	Älvsby|talo	-	proper	1	-	-	-	-	-
-	Timanttiset	-	proper-pl	38	-	-	-	-	-
-	XS Lelut	-	proper-pl	1	-	-	-	-	-
-	Aurinko|matkat	-	proper-pl	9	-	-	-	-	-
-	Elämys|lahjat	-	proper-pl	9	-	-	-	-	-
-	Finn|matkat	-	proper-pl	9	-	-	-	-	-
-	Keihäs|matkat	-	proper-pl	9	-	-	-	-	-
Cap	bank	-	proper	5	-	-	-	-	4.000
Cap	group	-	proper	5	-	-	-	-	4.000
Cap	life	-	proper	8	-	front|back	-	-	4.000
Cap	magasinet	-	proper	5	-	-	-	-	4.000
Cap	soft	-	proper	5	-	-	-	-	4.000
Cap	tec	-	proper	5	-	front|back	-	-	4.000
Cap	tech	-	proper	5	-	front|back	-	-	4.000
Cap	tex	-	proper	5	-	front|back	-	-	4.000
