-	Kataloinen	-	proper	38	-	-	-	-	-
-	Katerma	-	proper	9	-	-	-	-	-
-	Katinala	-	proper	12	-	-	-	-	-
-	Kattelus	-	proper	39	-	-	-	-	-
-	Kauhtue	-	proper	48	-	-	-	-	-
-	Kaukkala	-	proper	12	-	-	-	-	-
-	Kaura	-	proper	9	-	-	-	-	-
-	Kauriala	-	proper	9	-	-	-	-	-
-	Kausala	-	proper	12	-	-	-	-	-
-	Kaustari	-	proper	6	-	-	-	-	-
-	Kautiala	-	proper	9	-	-	-	-	-
-	Kehro	-	proper	1	-	-	-	-	-
-	Kelho	-	proper	1	-	-	-	-	-
-	Kelkkala	-	proper	12	-	-	-	-	-
-	Kello	-	proper	1	-	-	-	-	-
-	Kellokas	-	proper	39	-	-	-	-	-
-	Keltti	-	proper	5	tt:t	-	-	-	-
-	Keplakko	-	proper	4	kk:k	-	-	-	-
-	Kepoo	-	proper	17	-	-	-	-	-
-	Kera	-	proper	9	-	-	-	-	-
-	Kerkkoo	-	proper	17	-	-	-	-	-
-	Kerkola	-	proper	12	-	-	-	-	-
-	Kerma	-	proper	9	-	-	-	-	-
-	Kersilö	-	proper	2	-	-	-	-	-
-	Kerttua	-	proper	12	-	-	-	-	-
-	Kevitsa	-	proper	9	-	-	-	-	-
-	Kevätön	-	proper	34	tt:t	-	-	-	-
-	Keyritty	-	proper	1	tt:t	-	-	-	-
-	Kierikkala	-	proper	12	-	-	-	-	-
-	Kierinki	-	proper	5	nk:ng	-	-	-	-
-	Kiesimä	-	proper	10	-	-	-	-	-
-	Kiettare	-	proper	8	-	-	-	-	-
-	Kihinen	-	proper	38	-	-	-	-	-
-	Kihniä	-	proper	12	-	-	-	-	-
-	Kiiala	-	proper	9	-	-	-	-	-
-	Kiikku	-	proper	1	kk:k	-	-	-	-
-	Kiila	-	proper	9	-	-	-	-	-
-	Kiili	-	proper	5	-	-	-	-	-
-	Kiipu	-	proper	1	-	-	-	-	-
-	Kili	-	proper	5	-	-	-	-	-
-	Killo	-	proper	1	-	-	-	-	-
-	Kilo	-	proper	1	-	-	-	-	-
-	Kilpiäinen	-	proper	38	-	-	-	-	-
-	Kilteri	-	proper	6	-	-	-	-	-
-	Kilvakkala	-	proper	12	-	-	-	-	-
-	Kimola	-	proper	12	-	-	-	-	-
-	Kinahmi	-	proper	5	-	-	-	-	-
-	Kinahmo	-	proper	1	-	-	-	-	-
-	Kirjakkala	-	proper	12	-	-	-	-	-
-	Kitinen	-	proper	38	-	-	-	-	-
-	Kitka	-	proper	9	-	-	-	-	-
-	Kitsi	-	proper	5	-	-	-	-	-
-	Kiveliö	-	proper	3	-	-	-	-	-
-	Kiveriö	-	proper	3	-	-	-	-	-
-	Kivikko	-	proper	4	kk:k	-	-	-	-
-	Klemettilä	-	proper	12	-	-	-	-	-
-	Klovi	-	proper	5	-	-	-	-	-
-	Knuuttila	-	proper	13	-	-	-	-	-
-	Kodiksami	-	proper	5	-	-	-	-	-
-	Kodjala	-	proper	12	-	-	-	-	-
-	Kohmo	-	proper	1	-	-	-	-	-
-	Koikkala	-	proper	12	-	-	-	-	-
-	Koitti	-	proper	5	tt:t	-	-	-	-
-	Kokkila	-	proper	13	-	-	-	-	-
-	Kolinas	-	proper	39	-	-	-	-	-
-	Kolkka	-	proper	10	kk:k	-	-	-	-
-	Kolkko	-	proper	1	kk:k	-	-	-	-
-	Kolkku	-	proper	1	kk:k	-	-	-	-
-	Kollaja	-	proper	10	-	-	-	-	-
-	Kolma	-	proper	10	-	-	-	-	-
-	Kolppi	-	proper	5	pp:p	-	-	-	-
-	Kolsari	-	proper	6	-	-	-	-	-
-	Kolu	-	proper	1	-	-	-	-	-
-	Kommila	-	proper	13	-	-	-	-	-
-	Komu	-	proper	1	-	-	-	-	-
-	Konala	-	proper	12	-	-	-	-	-
-	Kontiola	-	proper	9	-	-	-	-	-
-	Konttila	-	proper	13	-	-	-	-	-
-	Koppala	-	proper	12	-	-	-	-	-
-	Koppelo	-	proper	2	-	-	-	-	-
-	Korkatti	-	proper	5	tt:t	-	-	-	-
-	Kormu	-	proper	1	-	-	-	-	-
-	Koroinen	-	proper	38	-	-	-	-	-
-	Korsnainen	-	proper	38	-	-	-	-	-
-	Korso	-	proper	1	-	-	-	-	-
-	Korvola	-	proper	12	-	-	-	-	-
-	Korvua	-	proper	12	-	-	-	-	-
-	Koskue	-	proper	8	-	-	-	-	-
-	Kostamo	-	proper	2	-	-	-	-	-
-	Kostula	-	proper	12	-	-	-	-	-
-	Kotila	-	proper	13	-	-	-	-	-
-	Kotola	-	proper	12	-	-	-	-	-
-	Kotvala	-	proper	12	-	-	-	-	-
-	Koukkuri	-	proper	6	-	-	-	-	-
-	Kraila	-	proper	9	-	-	-	-	-
-	Kramppi	-	proper	5	pp:p	-	-	-	-
-	Kreivilä	-	proper	12	-	-	-	-	-
-	Krouvi	-	proper	5	-	-	-	-	-
-	Kräkilä	-	proper	12	-	-	-	-	-
-	Krääkkiö	-	proper	3	-	-	-	-	-
-	Kuhnamo	-	proper	2	-	-	-	-	-
-	Kuittua	-	proper	12	-	-	-	-	-
-	Kuivala	-	proper	12	-	-	-	-	-
-	Kuivanto	-	proper	1	-	-	-	-	-
-	Kuivasto	-	proper	1	-	-	-	-	-
-	Kuivi	-	proper	5	-	-	-	-	-
-	Kukkaro	-	proper	2	-	-	-	-	-
-	Kukkila	-	proper	13	-	-	-	-	-
-	Kukola	-	proper	12	-	-	-	-	-
-	Kulju	-	proper	1	-	-	-	-	-
-	Kulkkila	-	proper	13	-	-	-	-	-
-	Kulloo	-	proper	17	-	-	-	-	-
-	Kuloinen	-	proper	38	-	-	-	-	-
-	Kultala	-	proper	12	-	-	-	-	-
-	Kultela	-	proper	13	-	-	-	-	-
-	Kultima	-	proper	9	-	-	-	-	-
-	Kumaala	-	proper	13	-	-	-	-	-
-	Kummatti	-	proper	5	tt:t	-	-	-	-
-	Kumu	-	proper	1	-	-	-	-	-
-	Kuningatar	-	proper	6	-	-	-	-	-
-	Kuninkainen	-	proper	32	tt:t	-	-	-	-
-	Kunnarla	-	proper	9	-	-	-	-	-
-	Kuohunki	-	proper	5	nk:ng	-	-	-	-
-	Kuokkala	-	proper	12	-	-	-	-	-
-	Kuoksa	-	proper	10	-	-	-	-	-
-	Kuolema	-	proper	9	-	-	-	-	-
-	Kuolimo	-	proper	2	-	-	-	-	-
-	Kuolio	-	proper	3	-	-	-	-	-
-	Kuolna	-	proper	10	-	-	-	-	-
-	Kuorinka	-	proper	9	nk:ng	-	-	-	-
-	Kuosku	-	proper	1	-	-	-	-	-
-	Kuosmala	-	proper	12	-	-	-	-	-
-	Kuovila	-	proper	13	-	-	-	-	-
-	Kurala	-	proper	12	-	-	-	-	-
-	Kurhila	-	proper	13	-	-	-	-	-
-	Kurtakko	-	proper	4	kk:k	-	-	-	-
-	Kurttila	-	proper	13	-	-	-	-	-
-	Kutala	-	proper	12	-	-	-	-	-
-	Kutila	-	proper	13	-	-	-	-	-
-	Kuttura	-	proper	10	-	-	-	-	-
-	Kuuminainen	-	proper	38	-	-	-	-	-
-	Kuurila	-	proper	13	-	-	-	-	-
-	Kuusala	-	proper	12	-	-	-	-	-
-	Kuusikko	-	proper	4	kk:k	-	-	-	-
-	Kuusirati	-	proper	5	t:d|=	-	-	-	-
-	Kuuttila	-	proper	13	-	-	-	-	-
-	Kuvansi	-	proper	5	-	-	-	-	-
-	Kylliälä	-	proper	10	-	-	-	-	-
-	Kylmälä	-	proper	12	-	-	-	-	-
-	Kylämä	-	proper	10	-	-	-	-	-
-	Kyttälä	-	proper	12	-	-	-	-	-
-	Kytäjä	-	proper	10	-	-	-	-	-
-	Kyynämöinen	-	proper	38	-	-	-	-	-
-	Kyynärö	-	proper	2	-	-	-	-	-
-	Kähtävä	-	proper	10	-	-	-	-	-
-	Kämmäkkä	-	proper	14	kk:k	-	-	-	-
-	Kämäri	-	proper	6	-	-	-	-	-
-	Känsälä	-	proper	12	-	-	-	-	-
-	Käpry	-	proper	1	-	-	-	-	-
-	Käpylä	-	proper	12	-	-	-	-	-
-	Kärkelä	-	proper	12	-	-	-	-	-
-	Kärkkäälä	-	proper	10	-	-	-	-	-
-	Kärppä	-	proper	10	pp:p	-	-	-	-
-	Kärpänen	-	proper	38	-	-	-	-	-
-	Kärrilä	-	proper	12	-	-	-	-	-
-	Käylä	-	proper	10	-	-	-	-	-
-	Käyppälä	-	proper	12	-	-	-	-	-
-	Köhniö	-	proper	3	-	-	-	-	-
-	Köngäs	-	proper	39	-	-	-	-	-
-	Könni	-	proper	5	-	-	-	-	-
-	Könölä	-	proper	12	-	-	-	-	-
-	Köyrä	-	proper	10	-	-	-	-	-
-	Köörtilä	-	proper	12	-	-	-	-	-
-	Laakkola	-	proper	12	-	-	-	-	-
-	Laanila	-	proper	13	-	-	-	-	-
-	Laasala	-	proper	12	-	-	-	-	-
-	Laasola	-	proper	12	-	-	-	-	-
-	Lahela	-	proper	13	-	-	-	-	-
-	Lahnanen	-	proper	38	-	-	-	-	-
-	Lahnus	-	proper	39	-	-	-	-	-
-	Laitikkala	-	proper	12	-	-	-	-	-
-	Lajo	-	proper	1	-	-	-	-	-
-	Lakkola	-	proper	12	-	-	-	-	-
-	Laksiainen	-	proper	38	-	-	-	-	-
-	Lampu	-	proper	1	-	-	-	-	-
-	Lankoori	-	proper	6	-	-	-	-	-
-	Lantula	-	proper	12	-	-	-	-	-
-	Lappea	-	proper	12	-	-	-	-	-
-	Lappila	-	proper	13	-	-	-	-	-
-	Lastunen	-	proper	38	-	-	-	-	-
-	Latva	-	proper	9	-	-	-	-	-
-	Latvanen	-	proper	38	-	-	-	-	-
-	Laukkala	-	proper	12	-	-	-	-	-
-	Lauteala	-	proper	9	-	-	-	-	-
-	Lavikko	-	proper	4	kk:k	-	-	-	-
-	Lavinto	-	proper	1	-	-	-	-	-
-	Lehmo	-	proper	1	-	-	-	-	-
-	Leikkuu	-	proper	17	-	-	-	-	-
-	Leinelä	-	proper	12	-	-	-	-	-
-	Leineperi	-	proper	6	-	-	-	-	-
-	Leiniälä	-	proper	10	-	-	-	-	-
-	Leinola	-	proper	12	-	-	-	-	-
-	Leiri	-	proper	5	-	-	-	-	-
-	Leive	-	proper	8	-	-	-	-	-
-	Lellainen	-	proper	38	-	-	-	-	-
-	Lempyy	-	proper	20	-	-	-	-	-
-	Lentiira	-	proper	9	-	-	-	-	-
-	Lentola	-	proper	12	-	-	-	-	-
-	Lentua	-	proper	12	-	-	-	-	-
-	Lepsala	-	proper	12	-	-	-	-	-
-	Lepsämä	-	proper	10	-	-	-	-	-
